,train_time,merge_time,size_param,precision,trial,space,n,q,quantile_estimate,bound_size,sketch,dataset,query_time
157,2478197886,4444826,7.0,64,2,136,100013,0.5,2.442694,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2826124
158,2478197886,4444826,7.0,64,2,136,100013,0.55,5.115392,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2826124
159,2478197886,4444826,7.0,64,2,136,100013,0.6,9.586948,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2826124
160,2478197886,4444826,7.0,64,2,136,100013,0.65,16.050886,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2826124
161,2478197886,4444826,7.0,64,2,136,100013,0.7,24.7051,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2826124
162,2478197886,4444826,7.0,64,2,136,100013,0.75,36.016725,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2826124
163,2478197886,4444826,7.0,64,2,136,100013,0.8,50.985301,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2826124
164,2478197886,4444826,7.0,64,2,136,100013,0.85,71.724111,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2826124
165,2478197886,4444826,7.0,64,2,136,100013,0.9,103.368544,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2826124
166,2478197886,4444826,7.0,64,2,136,100013,0.95,163.805678,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2826124
167,2478197886,4444826,7.0,64,2,136,100013,0.99,340.136638,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2826124
168,2441492587,3980000,7.0,64,3,136,100013,0.01,0.001047,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2912906
169,2441492587,3980000,7.0,64,3,136,100013,0.05,0.006351,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2912906
170,2441492587,3980000,7.0,64,3,136,100013,0.1,0.015603,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2912906
171,2441492587,3980000,7.0,64,3,136,100013,0.15,0.029651999999999998,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2912906
172,2441492587,3980000,7.0,64,3,136,100013,0.2,0.051775,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2912906
173,2441492587,3980000,7.0,64,3,136,100013,0.25,0.088304,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2912906
174,2441492587,3980000,7.0,64,3,136,100013,0.3,0.152559,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2912906
175,2441492587,3980000,7.0,64,3,136,100013,0.35,0.275146,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2912906
176,2441492587,3980000,7.0,64,3,136,100013,0.4,0.532083,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2912906
177,2441492587,3980000,7.0,64,3,136,100013,0.45,1.1153620000000002,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2912906
178,2441492587,3980000,7.0,64,3,136,100013,0.5,2.442694,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2912906
179,2441492587,3980000,7.0,64,3,136,100013,0.55,5.115392,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2912906
180,2441492587,3980000,7.0,64,3,136,100013,0.6,9.586948,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2912906
